sample,unit,fq1,fq2,reference
MMETSP0134,SRR1300304,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/004/SRR1300304/SRR1300304_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/004/SRR1300304/SRR1300304_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0134.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0135,SRR1300305,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/005/SRR1300305/SRR1300305_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/005/SRR1300305/SRR1300305_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0135.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0139,SRR1296847,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296847/SRR1296847_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296847/SRR1296847_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0139.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0140,SRR1296848,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296848/SRR1296848_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296848/SRR1296848_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0140.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0141,SRR1296849,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296849/SRR1296849_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296849/SRR1296849_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0141.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0142,SRR1296850,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296850/SRR1296850_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296850/SRR1296850_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0142.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0143,SRR1296789,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296789/SRR1296789_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296789/SRR1296789_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0143.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0145,SRR1296790,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296790/SRR1296790_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296790/SRR1296790_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0145.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0146,SRR1296791,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296791/SRR1296791_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296791/SRR1296791_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0146.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0147,SRR1296792,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296792/SRR1296792_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296792/SRR1296792_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0147.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0149,SRR1296918,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296918/SRR1296918_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296918/SRR1296918_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0149.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0150,SRR1296919,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296919/SRR1296919_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296919/SRR1296919_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0150.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0151,SRR1296884,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296884/SRR1296884_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296884/SRR1296884_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0151.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0152,SRR1296920,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296920/SRR1296920_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296920/SRR1296920_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0152.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0154,SRR1296921,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296921/SRR1296921_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296921/SRR1296921_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0154.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0156,SRR1296922,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296922/SRR1296922_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296922/SRR1296922_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0156.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0158,SRR1296923,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296923/SRR1296923_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296923/SRR1296923_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0158.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0160,SRR1296882,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296882/SRR1296882_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296882/SRR1296882_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0160.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0161,SRR1296885,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296885/SRR1296885_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296885/SRR1296885_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0161.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0164,SRR1296883,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296883/SRR1296883_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296883/SRR1296883_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0164.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0166,SRR1296762,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296762/SRR1296762_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296762/SRR1296762_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0166.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0167,SRR1296822,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296822/SRR1296822_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296822/SRR1296822_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0167.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0168,SRR1296763,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296763/SRR1296763_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296763/SRR1296763_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0168.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0169,SRR1296924,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296924/SRR1296924_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296924/SRR1296924_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0169.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0171,SRR1296925,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296925/SRR1296925_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296925/SRR1296925_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0171.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0173,SRR1296886,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296886/SRR1296886_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296886/SRR1296886_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0173.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0174,SRR1296926,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296926/SRR1296926_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296926/SRR1296926_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0174.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0176,SRR1296927,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296927/SRR1296927_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296927/SRR1296927_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0176.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0186,SRR1300215,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/005/SRR1300215/SRR1300215_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/005/SRR1300215/SRR1300215_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0186.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0190,SRR1296887,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296887/SRR1296887_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296887/SRR1296887_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0190.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0191,SRR1296734,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296734/SRR1296734_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296734/SRR1296734_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0191.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0198,SRR1296846,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296846/SRR1296846_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296846/SRR1296846_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0198.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0199,SRR1296958,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296958/SRR1296958_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296958/SRR1296958_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0199.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0200,SRR1296891,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296891/SRR1296891_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296891/SRR1296891_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0200.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0201,SRR1296743,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296743/SRR1296743_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296743/SRR1296743_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0201.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0202,SRR1296744,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296744/SRR1296744_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296744/SRR1296744_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0202.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0205,SRR1296783,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296783/SRR1296783_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296783/SRR1296783_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0205.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0206,SRR1296928,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296928/SRR1296928_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296928/SRR1296928_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0206.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0208,SRR1296951,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296951/SRR1296951_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296951/SRR1296951_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0208.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0209,SRR1296935,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296935/SRR1296935_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296935/SRR1296935_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0209.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0210,SRR1296902,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296902/SRR1296902_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296902/SRR1296902_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0210.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0211,SRR1296908,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296908/SRR1296908_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296908/SRR1296908_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0211.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0213,SRR1296906,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296906/SRR1296906_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296906/SRR1296906_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0213.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0216,SRR1296823,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296823/SRR1296823_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296823/SRR1296823_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0216.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0224,SRR1296741,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296741/SRR1296741_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296741/SRR1296741_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0224.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0225,SRR1300228,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/008/SRR1300228/SRR1300228_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/008/SRR1300228/SRR1300228_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0225.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0227,SRR1296751,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296751/SRR1296751_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296751/SRR1296751_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0227.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0228,SRR1296738,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296738/SRR1296738_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296738/SRR1296738_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0228.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0229,SRR1300467,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/007/SRR1300467/SRR1300467_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/007/SRR1300467/SRR1300467_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0229.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0232,SRR1296968,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296968/SRR1296968_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296968/SRR1296968_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0232.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0233,SRR1296969,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296969/SRR1296969_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296969/SRR1296969_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0233.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0234,SRR1296970,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296970/SRR1296970_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296970/SRR1296970_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0234.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0235,SRR1296971,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296971/SRR1296971_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296971/SRR1296971_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0235.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0251,SRR1300466,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/006/SRR1300466/SRR1300466_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/006/SRR1300466/SRR1300466_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0251.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0252,SRR1300465,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/005/SRR1300465/SRR1300465_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR130/005/SRR1300465/SRR1300465_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0252.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0253,SRR1296929,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296929/SRR1296929_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296929/SRR1296929_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0253.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0258,SRR1296757,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296757/SRR1296757_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296757/SRR1296757_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0258.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0259,SRR1296758,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296758/SRR1296758_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296758/SRR1296758_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0259.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0267,SRR1296752,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296752/SRR1296752_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296752/SRR1296752_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0267.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0268,SRR1296753,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296753/SRR1296753_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296753/SRR1296753_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0268.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0269,SRR1296754,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296754/SRR1296754_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296754/SRR1296754_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0269.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0270,SRR1296759,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296759/SRR1296759_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296759/SRR1296759_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0270.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0271,SRR1296760,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296760/SRR1296760_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296760/SRR1296760_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0271.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0272,SRR1296761,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296761/SRR1296761_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296761/SRR1296761_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0272.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0286,SRR1296739,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296739/SRR1296739_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296739/SRR1296739_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0286.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0287,SRR1296740,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296740/SRR1296740_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296740/SRR1296740_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0287.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0288,SRR1296979,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296979/SRR1296979_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296979/SRR1296979_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0288.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0290,SRR1296980,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296980/SRR1296980_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296980/SRR1296980_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0290.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0292,SRR1296913,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296913/SRR1296913_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296913/SRR1296913_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0292.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0294,SRR1296914,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296914/SRR1296914_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296914/SRR1296914_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0294.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0295,SRR1296915,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296915/SRR1296915_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296915/SRR1296915_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0295.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0296,SRR1296916,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296916/SRR1296916_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296916/SRR1296916_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0296.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0308,SRR1296981,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296981/SRR1296981_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296981/SRR1296981_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0308.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0312,SRR1296982,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296982/SRR1296982_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296982/SRR1296982_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0312.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0313,SRR1296983,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296983/SRR1296983_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296983/SRR1296983_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0313.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
