sample,unit,fq1,fq2,reference
MMETSP0593,SRR1296995,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296995/SRR1296995_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296995/SRR1296995_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0593.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0595,SRR1296904,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296904/SRR1296904_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296904/SRR1296904_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0595.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0603,SRR1296800,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296800/SRR1296800_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296800/SRR1296800_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0603.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0604,SRR1296801,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296801/SRR1296801_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296801/SRR1296801_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0604.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0648,SRR1296853,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296853/SRR1296853_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296853/SRR1296853_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0648.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0649,SRR1296854,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296854/SRR1296854_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296854/SRR1296854_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0649.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0661,SRR1296943,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296943/SRR1296943_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296943/SRR1296943_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0661.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0689,SRR1296892,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296892/SRR1296892_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296892/SRR1296892_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0689.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0696,SRR1296804,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296804/SRR1296804_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296804/SRR1296804_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0696.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0697,SRR1296805,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296805/SRR1296805_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296805/SRR1296805_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0697.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0698,SRR1296806,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296806/SRR1296806_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296806/SRR1296806_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0698.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0699,SRR1296807,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296807/SRR1296807_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296807/SRR1296807_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0699.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0705,SRR1296937,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296937/SRR1296937_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296937/SRR1296937_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0705.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0706,SRR1296808,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296808/SRR1296808_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296808/SRR1296808_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0706.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0707,SRR1296977,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296977/SRR1296977_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296977/SRR1296977_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0707.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0708,SRR1296809,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296809/SRR1296809_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296809/SRR1296809_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0708.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0713,SRR1296963,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296963/SRR1296963_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296963/SRR1296963_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0713.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0716,SRR1296938,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296938/SRR1296938_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296938/SRR1296938_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0716.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0718,SRR1296993,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296993/SRR1296993_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296993/SRR1296993_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0718.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0719,SRR1296939,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296939/SRR1296939_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296939/SRR1296939_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0719.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0724,SRR1296825,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296825/SRR1296825_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296825/SRR1296825_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0724.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0725,SRR1296826,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296826/SRR1296826_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296826/SRR1296826_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0725.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0726,SRR1296827,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296827/SRR1296827_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296827/SRR1296827_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0726.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0727,SRR1296828,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296828/SRR1296828_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296828/SRR1296828_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0727.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0733,SRR1296909,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296909/SRR1296909_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296909/SRR1296909_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0733.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0734,SRR1296910,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296910/SRR1296910_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296910/SRR1296910_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0734.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0735,SRR1296911,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296911/SRR1296911_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296911/SRR1296911_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0735.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0736,SRR1296912,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296912/SRR1296912_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296912/SRR1296912_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0736.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0737,SRR1296953,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296953/SRR1296953_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296953/SRR1296953_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0737.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0738,SRR1296954,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296954/SRR1296954_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296954/SRR1296954_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0738.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0739,SRR1296955,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296955/SRR1296955_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296955/SRR1296955_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0739.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0740,SRR1296956,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296956/SRR1296956_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296956/SRR1296956_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0740.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0744,SRR1296829,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296829/SRR1296829_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296829/SRR1296829_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0744.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0745,SRR1296830,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296830/SRR1296830_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296830/SRR1296830_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0745.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0746,SRR1296831,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296831/SRR1296831_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296831/SRR1296831_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0746.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0747,SRR1296832,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296832/SRR1296832_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296832/SRR1296832_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0747.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0751,SRR1296833,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296833/SRR1296833_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296833/SRR1296833_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0751.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0752,SRR1296834,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296834/SRR1296834_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296834/SRR1296834_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0752.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0753,SRR1296835,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296835/SRR1296835_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296835/SRR1296835_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0753.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0754,SRR1296836,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296836/SRR1296836_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296836/SRR1296836_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0754.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0758,SRR1296756,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296756/SRR1296756_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296756/SRR1296756_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0758.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0759,SRR1296742,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296742/SRR1296742_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296742/SRR1296742_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0759.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0766,SRR1296893,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296893/SRR1296893_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296893/SRR1296893_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0766.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0780,SRR1294410,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1294410/SRR1294410_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1294410/SRR1294410_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0780.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0784,SRR1296705,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296705/SRR1296705_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296705/SRR1296705_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0784.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0785,SRR1296709,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296709/SRR1296709_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296709/SRR1296709_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0785.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0786,SRR1296708,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296708/SRR1296708_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296708/SRR1296708_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0786.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0789,SRR1296707,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296707/SRR1296707_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296707/SRR1296707_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0789.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0790,SRR1296704,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296704/SRR1296704_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296704/SRR1296704_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0790.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0794,SRR1296867,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296867/SRR1296867_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296867/SRR1296867_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0794.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0795,SRR1296703,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296703/SRR1296703_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296703/SRR1296703_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0795.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0796,SRR1296702,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296702/SRR1296702_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296702/SRR1296702_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0796.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0797,SRR1296701,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296701/SRR1296701_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296701/SRR1296701_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0797.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0798,SRR1296700,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296700/SRR1296700_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296700/SRR1296700_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0798.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0799,SRR1296699,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296699/SRR1296699_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/009/SRR1296699/SRR1296699_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0799.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0800,SRR1296706,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296706/SRR1296706_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296706/SRR1296706_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0800.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0802,SRR1296697,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296697/SRR1296697_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/007/SRR1296697/SRR1296697_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0802.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0803,SRR1296861,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296861/SRR1296861_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296861/SRR1296861_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0803.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0804,SRR1296698,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296698/SRR1296698_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296698/SRR1296698_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0804.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0806,SRR1296862,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296862/SRR1296862_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296862/SRR1296862_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0806.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0807,SRR1294420,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1294420/SRR1294420_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1294420/SRR1294420_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0807.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0809,SRR1296802,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296802/SRR1296802_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296802/SRR1296802_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0809.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0810,SRR1296768,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296768/SRR1296768_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/008/SRR1296768/SRR1296768_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0810.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0811,SRR1296866,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296866/SRR1296866_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296866/SRR1296866_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0811.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0812,SRR1294384,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1294384/SRR1294384_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1294384/SRR1294384_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0812.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0814,SRR1296973,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296973/SRR1296973_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296973/SRR1296973_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0814.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0815,SRR1296710,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296710/SRR1296710_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296710/SRR1296710_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0815.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0816,SRR1296824,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296824/SRR1296824_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/004/SRR1296824/SRR1296824_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0816.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0817,SRR1296733,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296733/SRR1296733_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/003/SRR1296733/SRR1296733_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0817.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0818,SRR1296732,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296732/SRR1296732_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/002/SRR1296732/SRR1296732_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0818.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0819,SRR1296731,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296731/SRR1296731_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/001/SRR1296731/SRR1296731_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0819.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0820,SRR1296730,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296730/SRR1296730_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/000/SRR1296730/SRR1296730_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0820.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0850,SRR1296745,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296745/SRR1296745_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1296745/SRR1296745_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0850.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0851,SRR1296746,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296746/SRR1296746_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/006/SRR1296746/SRR1296746_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0851.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
MMETSP0852,SRR1294395,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1294395/SRR1294395_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR129/005/SRR1294395/SRR1294395_2.fastq.gz,MMETSP_assemblies_figshare/MMETSP0852.trinity_out_2.2.0.Trinity.fasta.renamed.fasta
